InvoiceNo,Stockcode,Description,Initialstock,Quantity,InvoiceDate,UnitPrice,RetailPrice,CustomerID,Country
572540,21115,ROSE CARAVAN DOORSTOP,675,1,11/5/2021,14.13,20.63,Visiting,United Kingdom
572509,23240,SET OF 4 KNICK KNACK TINS DOILY ,2620,6,11/5/2021,4.15,6.56,17004,United Kingdom
572451,23240,SET OF 4 KNICK KNACK TINS DOILY ,2620,6,11/5/2021,4.15,6.56,12921,United Kingdom
572460,23240,SET OF 4 KNICK KNACK TINS DOILY ,2620,6,11/5/2021,4.15,6.56,17001,United Kingdom
572549,23240,SET OF 4 KNICK KNACK TINS DOILY ,2620,1,11/5/2021,8.29,12.39,Visiting,United Kingdom
572461,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,306,1,11/5/2021,2.55,4.3,17344,United Kingdom
572552,22619,SET OF 6 SOLDIER SKITTLES,2779,6,11/5/2021,7.46,11.22,14096,United Kingdom
572327,22619,SET OF 6 SOLDIER SKITTLES,2779,12,11/5/2021,3.75,5.99,15277,United Kingdom
572544,22619,SET OF 6 SOLDIER SKITTLES,2779,2,11/5/2021,3.75,5.99,16023,United Kingdom
572540,22619,SET OF 6 SOLDIER SKITTLES,2779,1,11/5/2021,7.46,11.22,Visiting,United Kingdom
572540,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,3,11/5/2021,2.46,4.17,Visiting,United Kingdom
572549,23242,TREASURE TIN BUFFALO BILL ,1690,1,11/5/2021,4.13,6.53,Visiting,United Kingdom
572553,23242,TREASURE TIN BUFFALO BILL ,1690,1,11/5/2021,4.13,6.53,Visiting,United Kingdom
572513,21259,VICTORIAN SEWING BOX SMALL ,1339,1,11/5/2021,5.95,9.09,16728,United Kingdom
572322,21259,VICTORIAN SEWING BOX SMALL ,1339,4,11/5/2021,5.95,9.09,13138,United Kingdom
572475,23323,WHITE WICKER STAR ,1782,2,11/5/2021,2.1,3.67,15271,United Kingdom
572550,20719,WOODLAND CHARLOTTE BAG,13476,1,11/5/2021,1.63,3,Visiting,United Kingdom
572442,20719,WOODLAND CHARLOTTE BAG,13476,10,11/5/2021,0.85,1.9,12546,Spain
572475,20719,WOODLAND CHARLOTTE BAG,13476,1,11/5/2021,0.85,1.9,15271,United Kingdom
572549,20719,WOODLAND CHARLOTTE BAG,13476,2,11/5/2021,1.63,3,Visiting,United Kingdom
572553,20719,WOODLAND CHARLOTTE BAG,13476,3,11/5/2021,1.63,3,Visiting,United Kingdom
572549,46776,WOVEN BERRIES CUSHION COVER ,172,1,11/5/2021,4.13,6.53,Visiting,United Kingdom
572669,23345, DOLLY GIRL BEAKER,2500,1,11/6/2021,1.25,2.47,16549,United Kingdom
572726,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/6/2021,8.95,13.32,16056,United Kingdom
572718,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/6/2021,8.95,13.32,15656,United Kingdom
572743,21644,ASSORTED TUTTI FRUTTI HEART BOX,219,1,11/6/2021,1.25,2.47,14482,United Kingdom
572719,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,4,11/6/2021,4.15,6.56,13871,United Kingdom
572567,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,4,11/6/2021,4.15,6.56,12398,Switzerland
572676,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,6,11/6/2021,2.1,3.67,16258,United Kingdom
572703,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,6,11/6/2021,2.1,3.67,16110,United Kingdom
572718,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,6,11/6/2021,2.1,3.67,15656,United Kingdom
572741,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,6,11/6/2021,2.1,3.67,14341,United Kingdom
572758,90177,CLASSIC DIAMANTE EARRINGS JET,194,1,11/6/2021,2.9,4.79,Visiting,United Kingdom
572673,23077,DOUGHNUT LIP GLOSS ,10641,20,11/6/2021,1.25,2.47,13309,United Kingdom
572567,23077,DOUGHNUT LIP GLOSS ,10641,20,11/6/2021,1.25,2.47,12398,Switzerland
572561,23077,DOUGHNUT LIP GLOSS ,10641,20,11/6/2021,1.25,2.47,13652,United Kingdom
572688,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,16,11/6/2021,0.42,1.3,13028,United Kingdom
572755,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,6,11/6/2021,0.42,1.3,13601,United Kingdom
572677,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,17,11/6/2021,0.42,1.3,17596,United Kingdom
572758,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,1,11/6/2021,0.83,1.88,Visiting,United Kingdom
572652,23424,GINGHAM RECIPE BOOK BOX,644,4,11/6/2021,4.95,7.68,15805,United Kingdom
572680,23424,GINGHAM RECIPE BOOK BOX,644,3,11/6/2021,4.95,7.68,Visiting,Portugal
572561,23424,GINGHAM RECIPE BOOK BOX,644,4,11/6/2021,4.95,7.68,13652,United Kingdom
572569,21263,GREEN GOOSE FEATHER TREE 60CM,266,6,11/6/2021,1.95,3.45,17870,United Kingdom
572650,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,48,11/6/2021,1.25,2.47,15506,United Kingdom
572743,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,11/6/2021,1.25,2.47,14482,United Kingdom
572735,22633,HAND WARMER UNION JACK,5091,12,11/6/2021,2.1,3.67,15630,United Kingdom
572758,22633,HAND WARMER UNION JACK,5091,1,11/6/2021,4.13,6.53,Visiting,United Kingdom
572565,22633,HAND WARMER UNION JACK,5091,12,11/6/2021,2.1,3.67,16762,United Kingdom
572561,22633,HAND WARMER UNION JACK,5091,12,11/6/2021,2.1,3.67,13652,United Kingdom
572677,22633,HAND WARMER UNION JACK,5091,1,11/6/2021,2.1,3.67,17596,United Kingdom
572733,22633,HAND WARMER UNION JACK,5091,96,11/6/2021,1.85,3.31,18079,United Kingdom
572741,22633,HAND WARMER UNION JACK,5091,12,11/6/2021,2.1,3.67,14341,United Kingdom
572703,22633,HAND WARMER UNION JACK,5091,1,11/6/2021,2.1,3.67,16110,United Kingdom
572721,22633,HAND WARMER UNION JACK,5091,12,11/6/2021,2.1,3.67,16201,United Kingdom
572755,20996,JAZZ HEARTS ADDRESS BOOK,3284,13,11/6/2021,0.19,0.97,13601,United Kingdom
572558,10125,MINI FUNKY DESIGN TAPES,1546,20,11/6/2021,0.85,1.9,14286,United Kingdom
572726,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3378,12,11/6/2021,0.39,1.25,16056,United Kingdom
572652,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3378,24,11/6/2021,0.39,1.25,15805,United Kingdom
572669,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3378,12,11/6/2021,0.39,1.25,16549,United Kingdom
572567,22637,PIGGY BANK RETROSPOT ,2903,4,11/6/2021,2.55,4.3,12398,Switzerland
572660,46000,POLYESTER FILLER PAD 45x30cm,234,1,11/6/2021,1.45,2.75,14527,United Kingdom
572758,23175,REGENCY MILK JUG PINK ,3344,2,11/6/2021,7.46,11.22,Visiting,United Kingdom
572726,21115,ROSE CARAVAN DOORSTOP,675,1,11/6/2021,6.75,10.22,16056,United Kingdom
572675,21577,SAVE THE PLANET COTTON TOTE BAG,986,2,11/6/2021,2.25,3.88,17917,United Kingdom
572681,23240,SET OF 4 KNICK KNACK TINS DOILY ,2620,6,11/6/2021,4.15,6.56,13510,United Kingdom
572655,22619,SET OF 6 SOLDIER SKITTLES,2779,12,11/6/2021,3.75,5.99,16708,United Kingdom
572741,22619,SET OF 6 SOLDIER SKITTLES,2779,4,11/6/2021,3.75,5.99,14341,United Kingdom
572742,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,11/6/2021,1.25,2.47,14341,United Kingdom
572751,22795,SWEETHEART RECIPE BOOK STAND,1275,2,11/6/2021,6.75,10.22,17449,United Kingdom
572669,23242,TREASURE TIN BUFFALO BILL ,1690,4,11/6/2021,2.08,3.64,16549,United Kingdom
572558,23242,TREASURE TIN BUFFALO BILL ,1690,6,11/6/2021,2.08,3.64,14286,United Kingdom
572662,21135,VICTORIAN  METAL POSTCARD SPRING,3019,8,11/6/2021,1.69,3.09,15443,United Kingdom
572721,21259,VICTORIAN SEWING BOX SMALL ,1339,2,11/6/2021,5.95,9.09,16201,United Kingdom
572567,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,24,11/6/2021,1.45,2.75,12398,Switzerland
572704,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,2,11/6/2021,3.29,5.34,Visiting,United Kingdom
572662,23323,WHITE WICKER STAR ,1782,2,11/6/2021,2.1,3.67,15443,United Kingdom
572746,23323,WHITE WICKER STAR ,1782,1,11/6/2021,2.1,3.67,13263,United Kingdom
572662,23323,WHITE WICKER STAR ,1782,4,11/6/2021,2.1,3.67,15443,United Kingdom
572565,20719,WOODLAND CHARLOTTE BAG,13476,10,11/6/2021,0.85,1.9,16762,United Kingdom
572758,20719,WOODLAND CHARLOTTE BAG,13476,5,11/6/2021,1.63,3,Visiting,United Kingdom
572704,20719,WOODLAND CHARLOTTE BAG,13476,30,11/6/2021,2.46,4.17,Visiting,United Kingdom
572901,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/7/2021,8.95,13.32,16332,United Kingdom
572830,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/7/2021,8.95,13.32,16208,United Kingdom
572913,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,912,5,11/7/2021,0.79,1.82,15993,United Kingdom
572913,85034,3 WHITE CHOC MORRIS BOXED CANDLES,1055,1,11/7/2021,1.25,2.47,15993,United Kingdom
572883,84559,3D SHEET OF DOG STICKERS,603,15,11/7/2021,0.85,1.9,Visiting,United Kingdom
572903,21644,ASSORTED TUTTI FRUTTI HEART BOX,219,3,11/7/2021,1.25,2.47,17974,United Kingdom
572897,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,1,11/7/2021,8.29,12.39,Visiting,United Kingdom
572859,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,1,11/7/2021,2.1,3.67,16418,United Kingdom
572908,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,6,11/7/2021,2.1,3.67,15835,United Kingdom
572858,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,4,11/7/2021,2.1,3.67,13571,United Kingdom
572897,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,1,11/7/2021,4.13,6.53,Visiting,United Kingdom
572854,21098,CHRISTMAS TOILET ROLL,3861,10,11/7/2021,1.06,2.2,14096,United Kingdom
572921,23077,DOUGHNUT LIP GLOSS ,10641,20,11/7/2021,1.25,2.47,15993,United Kingdom
572762,17084,FAIRY DREAMS INCENSE ,1546,25,11/7/2021,0.21,1,15240,United Kingdom
572897,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,1,11/7/2021,2.46,4.17,Visiting,United Kingdom
572885,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,4,11/7/2021,1.25,2.47,15311,United Kingdom
572766,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,70,11/7/2021,1.25,2.47,16013,United Kingdom
572918,23424,GINGHAM RECIPE BOOK BOX,644,4,11/7/2021,4.95,7.68,14379,United Kingdom
572913,21263,GREEN GOOSE FEATHER TREE 60CM,266,2,11/7/2021,1.95,3.45,15993,United Kingdom
572773,21263,GREEN GOOSE FEATHER TREE 60CM,266,12,11/7/2021,1.95,3.45,17511,United Kingdom
572853,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,11/7/2021,1.25,2.47,17712,United Kingdom
572836,22633,HAND WARMER UNION JACK,5091,4,11/7/2021,2.1,3.67,15568,United Kingdom
572921,22633,HAND WARMER UNION JACK,5091,2,11/7/2021,2.1,3.67,15993,United Kingdom
572769,22633,HAND WARMER UNION JACK,5091,24,11/7/2021,2.1,3.67,14051,United Kingdom
572880,22633,HAND WARMER UNION JACK,5091,1,11/7/2021,2.1,3.67,16415,United Kingdom
572880,22633,HAND WARMER UNION JACK,5091,3,11/7/2021,2.1,3.67,16415,United Kingdom
572903,22633,HAND WARMER UNION JACK,5091,2,11/7/2021,2.1,3.67,17974,United Kingdom
572836,23009,I LOVE LONDON BABY GIFT SET,515,2,11/7/2021,16.95,24.6,15568,United Kingdom
572887,23009,I LOVE LONDON BABY GIFT SET,515,1,11/7/2021,16.95,24.6,12362,Belgium
572852,20996,JAZZ HEARTS ADDRESS BOOK,3284,48,11/7/2021,0.19,0.97,12879,United Kingdom
572847,20996,JAZZ HEARTS ADDRESS BOOK,3284,5,11/7/2021,0.19,0.97,14606,United Kingdom
572897,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,2,11/7/2021,4.13,6.53,Visiting,United Kingdom
572885,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,4,11/7/2021,2.08,3.64,15311,United Kingdom
572913,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3378,3,11/7/2021,0.39,1.25,15993,United Kingdom
572767,22637,PIGGY BANK RETROSPOT ,2903,4,11/7/2021,2.55,4.3,17865,United Kingdom
572865,46000,POLYESTER FILLER PAD 45x30cm,234,4,11/7/2021,1.45,2.75,17841,United Kingdom
572921,46000,POLYESTER FILLER PAD 45x30cm,234,1,11/7/2021,1.45,2.75,15993,United Kingdom
572909,46000,POLYESTER FILLER PAD 45x45cm,1758,2,11/7/2021,1.55,2.89,15821,United Kingdom
572882,46000,POLYESTER FILLER PAD 45x45cm,1758,2,11/7/2021,1.55,2.89,18226,United Kingdom
572886,46000,POLYESTER FILLER PAD 45x45cm,1758,5,11/7/2021,1.55,2.89,12448,Spain
572865,46000,POLYESTER FILLER PAD 45x45cm,1758,6,11/7/2021,1.55,2.89,17841,United Kingdom
572762,17038,PORCELAIN BUDAH INCENSE HOLDER,1598,100,11/7/2021,0.1,0.85,15240,United Kingdom
572897,21115,ROSE CARAVAN DOORSTOP,675,3,11/7/2021,14.13,20.63,Visiting,United Kingdom
572887,21577,SAVE THE PLANET COTTON TOTE BAG,986,6,11/7/2021,2.25,3.88,12362,Belgium
572911,23240,SET OF 4 KNICK KNACK TINS DOILY ,2620,3,11/7/2021,4.15,6.56,16345,United Kingdom
572772,23240,SET OF 4 KNICK KNACK TINS DOILY ,2620,48,11/7/2021,3.75,5.99,17511,United Kingdom
572811,22619,SET OF 6 SOLDIER SKITTLES,2779,4,11/7/2021,3.75,5.99,16071,United Kingdom
572897,22619,SET OF 6 SOLDIER SKITTLES,2779,1,11/7/2021,7.46,11.22,Visiting,United Kingdom
572768,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,72,11/7/2021,1.06,2.2,17865,United Kingdom
572859,22795,SWEETHEART RECIPE BOOK STAND,1275,1,11/7/2021,6.75,10.22,16418,United Kingdom
572859,22795,SWEETHEART RECIPE BOOK STAND,1275,1,11/7/2021,6.75,10.22,16418,United Kingdom
572865,22794,SWEETHEART WIRE MAGAZINE RACK,464,2,11/7/2021,7.95,11.91,17841,United Kingdom
572897,21259,VICTORIAN SEWING BOX SMALL ,1339,1,11/7/2021,12.46,18.27,Visiting,United Kingdom
572837,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,11/7/2021,1.25,2.47,14754,United Kingdom
572762,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,11/7/2021,1.45,2.75,15240,United Kingdom
572905,23323,WHITE WICKER STAR ,1782,2,11/7/2021,2.1,3.67,14690,United Kingdom
572913,23323,WHITE WICKER STAR ,1782,3,11/7/2021,2.1,3.67,15993,United Kingdom
572868,23323,WHITE WICKER STAR ,1782,4,11/7/2021,2.1,3.67,17564,United Kingdom
572880,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,2,11/7/2021,2.95,4.86,16415,United Kingdom
572884,20719,WOODLAND CHARLOTTE BAG,13476,10,11/7/2021,0.85,1.9,13924,United Kingdom
572858,20719,WOODLAND CHARLOTTE BAG,13476,2,11/7/2021,0.85,1.9,13571,United Kingdom
572866,20719,WOODLAND CHARLOTTE BAG,13476,6,11/7/2021,0.85,1.9,15005,United Kingdom
573143,23345, DOLLY GIRL BEAKER,2500,12,11/8/2021,1.25,2.47,13098,United Kingdom
573137,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,912,4,11/8/2021,0.83,1.88,Visiting,United Kingdom
573149,85034,3 WHITE CHOC MORRIS BOXED CANDLES,1055,1,11/8/2021,1.25,2.47,16438,United Kingdom
573029,84559,3D SHEET OF DOG STICKERS,603,1,11/8/2021,0.85,1.9,14971,United Kingdom
573124,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,4,11/8/2021,4.15,6.56,13654,United Kingdom
572923,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,6,11/8/2021,2.1,3.67,15948,United Kingdom
573137,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,1,11/8/2021,4.13,6.53,Visiting,United Kingdom
573123,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,6,11/8/2021,2.1,3.67,13654,United Kingdom
572990,23077,DOUGHNUT LIP GLOSS ,10641,20,11/8/2021,1.25,2.47,18276,United Kingdom
573151,23077,DOUGHNUT LIP GLOSS ,10641,20,11/8/2021,1.25,2.47,17602,United Kingdom
573078,23077,DOUGHNUT LIP GLOSS ,10641,20,11/8/2021,1.25,2.47,12839,United Kingdom
573026,23077,DOUGHNUT LIP GLOSS ,10641,20,11/8/2021,1.25,2.47,17459,United Kingdom
573137,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,1,11/8/2021,0.83,1.88,Visiting,United Kingdom
573032,21263,GREEN GOOSE FEATHER TREE 60CM,266,1,11/8/2021,1.95,3.45,18211,United Kingdom
573035,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,96,11/8/2021,1.06,2.2,12433,Norway
573020,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,11/8/2021,1.25,2.47,14842,United Kingdom
573019,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,11/8/2021,1.25,2.47,15145,United Kingdom
573123,22633,HAND WARMER UNION JACK,5091,12,11/8/2021,2.1,3.67,13654,United Kingdom
573151,22633,HAND WARMER UNION JACK,5091,3,11/8/2021,2.1,3.67,17602,United Kingdom
573038,22633,HAND WARMER UNION JACK,5091,3,11/8/2021,2.1,3.67,17545,United Kingdom
573026,22633,HAND WARMER UNION JACK,5091,2,11/8/2021,2.1,3.67,17459,United Kingdom
573137,22633,HAND WARMER UNION JACK,5091,2,11/8/2021,4.13,6.53,Visiting,United Kingdom
573020,22633,HAND WARMER UNION JACK,5091,12,11/8/2021,2.1,3.67,14842,United Kingdom
573068,22633,HAND WARMER UNION JACK,5091,1,11/8/2021,2.1,3.67,17545,United Kingdom
573137,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,1,11/8/2021,4.13,6.53,Visiting,United Kingdom
573151,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3378,12,11/8/2021,0.39,1.25,17602,United Kingdom
573123,22637,PIGGY BANK RETROSPOT ,2903,4,11/8/2021,2.55,4.3,13654,United Kingdom
573151,22637,PIGGY BANK RETROSPOT ,2903,4,11/8/2021,2.55,4.3,17602,United Kingdom
573019,22637,PIGGY BANK RETROSPOT ,2903,4,11/8/2021,2.55,4.3,15145,United Kingdom
572928,22637,PIGGY BANK RETROSPOT ,2903,6,11/8/2021,2.55,4.3,14623,United Kingdom
573100,46000,POLYESTER FILLER PAD 45x45cm,1758,12,11/8/2021,1.55,2.89,17528,United Kingdom
573135,23175,REGENCY MILK JUG PINK ,3344,4,11/8/2021,3.25,5.29,12952,United Kingdom
573020,23175,REGENCY MILK JUG PINK ,3344,4,11/8/2021,3.25,5.29,14842,United Kingdom
572986,21577,SAVE THE PLANET COTTON TOTE BAG,986,6,11/8/2021,2.25,3.88,12681,France
573002,23240,SET OF 4 KNICK KNACK TINS DOILY ,2620,48,11/8/2021,3.75,5.99,14646,Netherlands
573152,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,306,15,11/8/2021,2.55,4.3,17530,United Kingdom
573094,22619,SET OF 6 SOLDIER SKITTLES,2779,3,11/8/2021,3.75,5.99,15707,United Kingdom
573123,22619,SET OF 6 SOLDIER SKITTLES,2779,4,11/8/2021,3.75,5.99,13654,United Kingdom
573007,22619,SET OF 6 SOLDIER SKITTLES,2779,4,11/8/2021,3.75,5.99,16009,United Kingdom
573102,90018,SILVER M.O.P ORBIT DROP EARRINGS,254,4,11/8/2021,4.25,6.7,13266,United Kingdom
573019,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,11/8/2021,1.25,2.47,15145,United Kingdom
573076,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,11/8/2021,1.25,2.47,13488,United Kingdom
573130,23242,TREASURE TIN BUFFALO BILL ,1690,8,11/8/2021,2.08,3.64,13969,United Kingdom
573083,23242,TREASURE TIN BUFFALO BILL ,1690,2,11/8/2021,2.08,3.64,13735,United Kingdom
573137,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,1,11/8/2021,3.29,5.34,Visiting,United Kingdom
572994,23323,WHITE WICKER STAR ,1782,6,11/8/2021,2.1,3.67,17684,United Kingdom
573070,23323,WHITE WICKER STAR ,1782,2,11/8/2021,2.1,3.67,13263,United Kingdom
573137,23323,WHITE WICKER STAR ,1782,1,11/8/2021,4.13,6.53,Visiting,United Kingdom
573007,23323,WHITE WICKER STAR ,1782,12,11/8/2021,2.1,3.67,16009,United Kingdom
573146,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,18,11/8/2021,2.95,4.86,16422,United Kingdom
573122,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,2,11/8/2021,2.95,4.86,14357,United Kingdom
573002,20719,WOODLAND CHARLOTTE BAG,13476,100,11/8/2021,0.72,1.72,14646,Netherlands
573078,20719,WOODLAND CHARLOTTE BAG,13476,10,11/8/2021,0.85,1.9,12839,United Kingdom
573269,23345, DOLLY GIRL BEAKER,2500,3,11/9/2021,1.25,2.47,16764,United Kingdom
573291,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,4,11/9/2021,8.95,13.32,16554,United Kingdom
573286,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/9/2021,8.95,13.32,Visiting,Switzerland
573166,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,8,11/9/2021,8.95,13.32,13089,United Kingdom
573155,85034,3 WHITE CHOC MORRIS BOXED CANDLES,1055,24,11/9/2021,1.25,2.47,13632,United Kingdom
573183,46138,BLUE CHENILLE SHAGGY CUSHION COVER ,223,2,11/9/2021,0.85,1.9,15028,United Kingdom
573311,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,1,11/9/2021,12.75,18.68,14071,United Kingdom
573182,90057,DIAMANTE RING ASSORTED IN BOX.,1253,24,11/9/2021,1.25,2.47,14232,United Kingdom
573311,35810,ENAMEL BLUE RIM COFFEE CONTAINER,301,2,11/9/2021,0.83,1.88,14071,United Kingdom
573182,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,11/9/2021,1.25,2.47,14232,United Kingdom
573248,22633,HAND WARMER UNION JACK,5091,2,11/9/2021,2.1,3.67,14498,United Kingdom
573305,22633,HAND WARMER UNION JACK,5091,4,11/9/2021,2.1,3.67,17837,United Kingdom
573311,22633,HAND WARMER UNION JACK,5091,1,11/9/2021,2.1,3.67,14071,United Kingdom
573314,22633,HAND WARMER UNION JACK,5091,5,11/9/2021,2.1,3.67,16987,United Kingdom
573183,22633,HAND WARMER UNION JACK,5091,24,11/9/2021,2.1,3.67,15028,United Kingdom
573266,22633,HAND WARMER UNION JACK,5091,48,11/9/2021,2.1,3.67,15290,United Kingdom
573175,22633,HAND WARMER UNION JACK,5091,12,11/9/2021,2.1,3.67,15096,United Kingdom
573171,20996,JAZZ HEARTS ADDRESS BOOK,3284,24,11/9/2021,0.19,0.97,14218,United Kingdom
573264,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,4,11/9/2021,2.08,3.64,14415,United Kingdom
573300,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,1,11/9/2021,2.08,3.64,16049,United Kingdom
573182,37340,MULTICOLOUR SPRING FLOWER MUG,2567,48,11/9/2021,0.39,1.25,14232,United Kingdom
573288,22637,PIGGY BANK RETROSPOT ,2903,4,11/9/2021,2.55,4.3,14194,United Kingdom
573275,22637,PIGGY BANK RETROSPOT ,2903,2,11/9/2021,2.55,4.3,15311,United Kingdom
573311,84926,PSYCHEDELIC TILE COASTER,486,4,11/9/2021,0.29,1.11,14071,United Kingdom
573270,85135,RED DRAGONFLY HELICOPTER,321,4,11/9/2021,7.95,11.91,17418,United Kingdom
573245,21577,SAVE THE PLANET COTTON TOTE BAG,986,1,11/9/2021,2.25,3.88,17841,United Kingdom
573154,22619,SET OF 6 SOLDIER SKITTLES,2779,12,11/9/2021,3.75,5.99,Visiting,Hong Kong
573314,22619,SET OF 6 SOLDIER SKITTLES,2779,4,11/9/2021,3.75,5.99,16987,United Kingdom
573287,21259,VICTORIAN SEWING BOX SMALL ,1339,2,11/9/2021,5.95,9.09,14194,United Kingdom
573166,21259,VICTORIAN SEWING BOX SMALL ,1339,4,11/9/2021,5.95,9.09,13089,United Kingdom
573155,23323,WHITE WICKER STAR ,1782,6,11/9/2021,2.1,3.67,13632,United Kingdom
573265,23323,WHITE WICKER STAR ,1782,6,11/9/2021,2.1,3.67,16150,United Kingdom
573248,23323,WHITE WICKER STAR ,1782,2,11/9/2021,2.1,3.67,14498,United Kingdom
573274,20719,WOODLAND CHARLOTTE BAG,13476,19,11/9/2021,2.46,4.17,Visiting,United Kingdom
573289,20719,WOODLAND CHARLOTTE BAG,13476,10,11/9/2021,0.85,1.9,12705,Germany
573340,23345, DOLLY GIRL BEAKER,2500,1,11/11/2021,1.25,2.47,14159,United Kingdom
573359,23345, DOLLY GIRL BEAKER,2500,3,11/11/2021,1.25,2.47,14178,United Kingdom
573390,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/11/2021,8.95,13.32,17213,United Kingdom
573415,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/11/2021,8.95,13.32,13607,United Kingdom
573384,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/11/2021,8.95,13.32,15478,United Kingdom
573323,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/11/2021,8.95,13.32,15708,United Kingdom
573338,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,1,11/11/2021,8.95,13.32,14546,United Kingdom
573384,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/11/2021,8.95,13.32,15478,United Kingdom
573358,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/11/2021,8.95,13.32,17213,United Kingdom
573323,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,885,2,11/11/2021,8.95,13.32,15708,United Kingdom
573393,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,912,10,11/11/2021,0.79,1.82,14158,United Kingdom
573351,85034,3 WHITE CHOC MORRIS BOXED CANDLES,1055,24,11/11/2021,1.25,2.47,13524,United Kingdom
573350,85034,3 WHITE CHOC MORRIS BOXED CANDLES,1055,24,11/11/2021,1.25,2.47,17725,United Kingdom
573413,85034,3 WHITE CHOC MORRIS BOXED CANDLES,1055,6,11/11/2021,1.25,2.47,15444,United Kingdom
